id,nombre_completo,ciudad,banco,nro_transaccion,fecha,hora,monto,comentarios
284,Vere Storkes,Cochabamba,Banco Union,4.84475E+15,03/12/2020,17:12,17.00,
285,Mei Birtchnell,Cochabamba,Banco Union,3.54485E+15,04/11/2020,15:16,17.00,
286,Livia Canepe,Cochabamba,Banco Union,3.53889E+15,16/11/2020,15:12,17.00,
287,Joel Arckoll,Cochabamba,Banco Union,4.62861E+12,28/11/2020,10:22,17.00,
288,Garold Lotze,Cochabamba,Banco Union,3.74284E+14,13/12/2020,08:43,17.00,
289,Elliott Hellwich,Cochabamba,Banco Union,6.04651E+14,24/11/2020,10:13,17.00,ci caduco
290,Deny Oak,Cochabamba,Banco Union,6.30477E+17,05/11/2020,08:00,17.00,
291,Gizela Binder,Cochabamba,Otros,3.58944E+15,08/12/2020,06:11,17.00,
292,Sher Hourican,Cochabamba,Banco Union,6.70672E+15,03/11/2020,15:00,17.00,
293,Ware Bolin,Cochabamba,Banco Union,3.54073E+15,14/12/2020,16:07,17.00,
294,Ellen Gimbart,Cochabamba,Banco Union,6.75992E+16,19/11/2020,10:53,17.00,
295,Alonso Twede,Cochabamba,Otros,3.57707E+15,11/11/2020,13:30,17.00,
296,Otis Clapison,Cochabamba,Banco Union,3.53488E+15,09/12/2020,06:39,17.00,s/n boleta sufragio
297,Vale Nornable,Cochabamba,Banco Union,3.56726E+15,04/12/2020,09:04,17.00,
298,Kari Godrich,Cochabamba,Banco Union,2.01833E+14,16/11/2020,12:48,17.00,
299,Beltran Somner,Cochabamba,Banco Union,4.50885E+15,09/11/2020,09:21,17.00,pagado
300,Ninnette Desquesnes,Cochabamba,Banco Union,3.58863E+15,21/11/2020,07:36,17.00,
301,Gale MacCarter,Cochabamba,Banco Union,3.03093E+13,13/11/2020,06:25,17.00,pagado
302,Raviv Chancellor,Cochabamba,Banco Union,5.89312E+17,16/11/2020,13:13,17.00,
303,Osmund Reisen,Cochabamba,Banco Union,3.57301E+15,18/11/2020,07:30,17.00,
304,Tove Doale,Cochabamba,Banco Union,3.55315E+15,08/11/2020,13:14,17.00,ci caduco
305,Cassandre Earengey,Cochabamba,Banco Union,4.9035E+15,22/11/2020,09:44,17.00,
306,Violante Agostini,Cochabamba,Banco Union,4.175E+15,07/12/2020,08:54,17.00,
307,Tracey Frammingham,Cochabamba,Banco Union,3.54486E+15,03/12/2020,17:54,17.00,
308,Cecily Ramsbotham,Cochabamba,Banco Union,3.05892E+13,28/11/2020,09:04,17.00,
309,Dore MacKenzie,Cochabamba,Banco Union,3.54948E+15,23/11/2020,09:39,17.00,
310,Arlette Mackney,Cochabamba,Banco Union,3.74289E+14,20/11/2020,13:33,17.00,s/n
311,Rikki Moller,Cochabamba,Banco Union,3.56401E+15,17/11/2020,06:56,17.00,
312,Adena Dryden,Cochabamba,Banco Union,6.38415E+15,16/11/2020,16:13,17.00,
313,Chrisy Epton,Cochabamba,Banco Union,3.0001E+13,20/11/2020,16:54,17.00,
314,Kienan Tiller,Cochabamba,Banco Union,3.58812E+15,21/11/2020,12:31,17.00,
315,Deena Rickersey,Cochabamba,Banco Union,4.84431E+15,27/11/2020,07:37,17.00,
316,Markos Ivory,Cochabamba,Banco Union,4.04137E+12,11/11/2020,10:26,17.00,
317,Valentino Baldam,Cochabamba,Otros,3.54751E+15,07/12/2020,17:40,17.00,corresponsal
318,Caralie Cherryman,Cochabamba,Otros,5.02025E+15,03/12/2020,06:24,17.00,
319,Bowie Baudts,Cochabamba,Banco Union,2.01711E+14,12/12/2020,16:53,17.00,corresponsal
320,Eydie Le Noir,Cochabamba,Banco Union,4.90349E+17,28/11/2020,13:12,17.00,
321,Zahara Sottell,Cochabamba,Otros,3.55462E+15,17/11/2020,16:35,17.00,
322,Al Brellin,Cochabamba,Banco Union,2.01902E+14,02/11/2020,09:40,17.00,sn/ numero
323,Teddy Verlinden,Cochabamba,Banco Union,6.37363E+15,08/12/2020,14:08,17.00,
324,Judith Marc,Cochabamba,Banco Union,6.33378E+15,01/12/2020,17:30,17.00,
325,Kary Clemitt,Cochabamba,Otros,5.55226E+15,04/12/2020,17:45,17.00,
326,Lilla Sprigings,Cochabamba,Otros,5.00767E+15,06/11/2020,13:21,17.00,
327,Garv Manilow,Cochabamba,Banco Union,4.02666E+15,19/11/2020,10:47,17.00,s/n boleta sufragio
328,Bradney Grishankov,Cochabamba,Banco Union,5.10177E+15,03/11/2020,08:01,17.00,
329,Paloma Grafhom,Cochabamba,Otros,3.53067E+15,04/11/2020,09:26,17.00,
330,Katrinka Sessions,Cochabamba,Banco Union,6.30491E+17,18/11/2020,06:12,17.00,corresponsal
331,Donella Garbert,Cochabamba,Otros,3.58533E+15,03/11/2020,16:41,17.00,s/n correo
332,Aurelie Pareman,Cochabamba,Banco Union,3.53554E+15,03/12/2020,15:14,17.00,
333,Jayson Dymidowicz,Cochabamba,Banco Union,4.04137E+15,04/12/2020,11:44,17.00,
334,Ottilie Sunter,Cochabamba,Otros,3.57654E+15,24/11/2020,06:02,17.00,s/n boleta sufragio
335,Catherin Gaylard,Cochabamba,Banco Union,3.54196E+15,29/11/2020,06:17,17.00,
336,Ethelin Feehery,Cochabamba,Banco Union,2.01642E+14,06/11/2020,11:51,17.00,
337,Giorgi Stood,Cochabamba,Banco Union,3.55713E+15,25/11/2020,07:06,17.00,
338,Des Gheorghie,Cochabamba,Banco Union,3.53087E+15,13/11/2020,10:51,17.00,
339,Bevvy FitzAlan,Cochabamba,Otros,6.70921E+17,25/11/2020,17:20,17.00,s/n correo
340,Vonny Fliege,Cochabamba,Banco Union,5.60223E+17,25/11/2020,11:14,17.00,
341,Helyn Ribbon,Cochabamba,Banco Union,3.53492E+15,02/11/2020,16:57,17.00,s/n boleta sufragio
342,Caresse Vanes,Cochabamba,Banco Union,3.057E+13,10/11/2020,06:47,17.00,
343,Kendre Dillimore,Cochabamba,Banco Union,5.60222E+15,16/11/2020,10:33,17.00,
344,Sawyer Meachan,Cochabamba,Otros,5.47829E+15,06/11/2020,16:46,17.00,
345,Lorene O'Sheeryne,Cochabamba,Banco Union,3.57205E+15,09/11/2020,13:55,17.00,
346,Ely Broader,Cochabamba,Otros,5.60222E+15,29/11/2020,14:34,17.00,
347,Lyell Upwood,Cochabamba,Otros,6.37244E+15,15/12/2020,17:31,17.00,
348,Cecilio Muldoon,Cochabamba,Otros,5.00236E+15,10/12/2020,12:44,17.00,s/n correo
349,Amelie Mocher,Cochabamba,Banco Union,3.74289E+14,15/12/2020,16:33,17.00,s/n
350,Frederic Cargill,Cochabamba,Banco Union,3.56025E+15,16/11/2020,12:46,17.00,
351,Joella Hessentaler,Cochabamba,Banco Union,3.579E+15,26/11/2020,15:51,17.00,corresponsal
352,Abbot Vasovic,Cochabamba,Banco Union,3.57319E+15,07/12/2020,11:07,17.00,ci caduco
353,Honor Perrelle,Cochabamba,Banco Union,3.5295E+15,18/11/2020,16:21,17.00,
354,Benyamin Ainscow,Cochabamba,Banco Union,6.33111E+17,05/12/2020,10:00,17.00,
355,Ollie Ormond,Cochabamba,Otros,5.10876E+15,09/11/2020,08:29,17.00,
356,Atlante Downes,Cochabamba,Banco Union,3.74623E+14,12/12/2020,06:19,17.00,corresponsal
357,Winston Smallsman,Cochabamba,Banco Union,2.01836E+14,13/11/2020,07:41,17.00,
358,Wyn Chisolm,Cochabamba,Banco Union,3.55684E+15,12/11/2020,17:30,17.00,ci caduco
359,Adara De Caville,Cochabamba,Otros,3.52807E+15,04/12/2020,12:34,17.00,
360,Bell O'Roan,Cochabamba,Banco Union,3.54202E+15,08/11/2020,08:10,17.00,
361,Aubrey McSwan,Cochabamba,Banco Union,2.01677E+14,11/12/2020,16:09,17.00,
362,Selig Donet,Cochabamba,Banco Union,2.01881E+14,02/11/2020,14:07,17.00,
363,Clementius Robion,Cochabamba,Otros,3.01407E+13,12/11/2020,14:47,17.00,
364,Rainer Bogey,Cochabamba,Banco Union,5.04837E+15,25/11/2020,09:48,17.00,
365,Gwennie Fitkin,Cochabamba,Banco Union,3.55283E+15,02/12/2020,14:19,17.00,
366,Brnaba Grassett,Cochabamba,Banco Union,3.53161E+15,03/12/2020,14:49,17.00,sn/ numero
367,Sally Brumbie,Cochabamba,Otros,3.03205E+13,11/11/2020,17:11,17.00,ci caduco
368,Eberto Tregidga,Cochabamba,Otros,3.55319E+15,07/11/2020,11:50,17.00,
369,Odessa Soppit,Cochabamba,Banco Union,5.60223E+16,23/11/2020,06:56,17.00,
370,Mala Boykett,Cochabamba,Banco Union,4.84416E+15,05/12/2020,08:22,17.00,
371,Hogan Hanshawe,Cochabamba,Banco Union,3.54278E+15,23/11/2020,10:47,17.00,s/n correo
372,Cchaddie Drust,Cochabamba,Banco Union,6.33364E+15,05/12/2020,09:16,17.00,
373,Valli Weagener,Cochabamba,Otros,3.5641E+15,26/11/2020,15:30,17.00,
374,Blane Croysdale,Cochabamba,Banco Union,6.30459E+17,24/11/2020,07:40,17.00,
375,Abrahan Sales,Cochabamba,Banco Union,3.55187E+15,12/12/2020,15:08,17.00,
376,Desiri Buttress,Cochabamba,Banco Union,4.07626E+15,15/12/2020,11:27,17.00,corresponsal
377,Barbe Blaycock,Cochabamba,Otros,3.54194E+15,17/11/2020,06:52,17.00,
378,Hamel Grisdale,Cochabamba,Banco Union,5.60224E+15,09/12/2020,11:22,17.00,
379,Brenna Di Napoli,Cochabamba,Banco Union,3.58881E+15,11/11/2020,08:14,17.00,
380,Evanne Dunsmuir,Cochabamba,Otros,3.54524E+15,19/11/2020,17:37,17.00,
381,Laurella Rosengart,Cochabamba,Banco Union,5.60223E+15,09/12/2020,07:54,17.00,sn/ numero
382,Addie Kirkland,Cochabamba,Banco Union,3.56813E+15,10/11/2020,11:38,17.00,
383,Kenton Parnaby,Cochabamba,Otros,3.58893E+15,05/11/2020,10:42,17.00,
384,Fabien Clague,Cochabamba,Banco Union,3.57603E+15,11/11/2020,12:07,17.00,
385,Rey Pelosi,Cochabamba,Banco Union,5.10015E+15,11/12/2020,16:57,17.00,
386,Wilhelmine Labro,Cochabamba,Banco Union,6.3311E+18,16/11/2020,09:01,17.00,
387,Prince Ducaen,Cochabamba,Banco Union,6.37997E+15,03/12/2020,12:02,17.00,
388,Alexia Van Haeften,Cochabamba,Banco Union,3.56681E+15,12/12/2020,16:49,17.00,
389,Gael Grabiec,Cochabamba,Banco Union,3.56607E+15,13/12/2020,07:27,17.00,
390,Maurits Croneen,Cochabamba,Banco Union,5.01013E+15,09/11/2020,13:49,17.00,
391,Mady Shoreson,Cochabamba,Banco Union,5.10876E+15,27/11/2020,13:58,17.00,
392,Heddi Castelyn,Cochabamba,Banco Union,3.57891E+15,28/11/2020,10:23,17.00,
393,Rubin Pulsford,Cochabamba,Banco Union,3.55873E+15,08/11/2020,06:27,17.00,ci caduco
394,Florance Rowland,Cochabamba,Banco Union,2.01729E+14,09/11/2020,10:23,17.00,corresponsal
395,Serge Evennett,Cochabamba,Banco Union,5.60221E+15,28/11/2020,12:46,17.00,
396,Ava Terbrug,Cochabamba,Banco Union,3.55018E+15,05/12/2020,15:58,17.00,
397,Vince Borit,Cochabamba,Banco Union,5.60224E+16,06/12/2020,09:01,17.00,
398,Ardra Haney,Cochabamba,Banco Union,6.37367E+15,13/12/2020,10:49,17.00,
399,Isidoro Yann,Cochabamba,Banco Union,6.77169E+16,14/12/2020,11:15,17.00,ci caduco
400,Palm Mingauld,Cochabamba,Banco Union,3.56209E+15,24/11/2020,17:49,17.00,
401,Rustin Rodda,Cochabamba,Banco Union,4.90378E+18,15/11/2020,13:38,17.00,
402,Raffaello Nozzolii,Cochabamba,Banco Union,3.55449E+15,02/12/2020,06:37,17.00,sn/ numero
403,Ysabel Spadaro,Cochabamba,Banco Union,4.90595E+17,26/11/2020,08:55,17.00,
404,Mace Pauleau,Cochabamba,Banco Union,6.33452E+18,29/11/2020,14:14,17.00,
405,Allissa Benadette,Cochabamba,Banco Union,3.57296E+15,24/11/2020,16:02,17.00,
406,Fina Prine,Cochabamba,Banco Union,6.75917E+15,12/11/2020,06:34,17.00,
407,Natasha Wiffen,Cochabamba,Banco Union,6.30421E+17,21/11/2020,09:50,17.00,s/n
408,Trueman Schirak,Cochabamba,Otros,4.02691E+15,24/11/2020,09:09,17.00,
409,Yale Deadman,Cochabamba,Banco Union,3.54646E+15,07/11/2020,11:45,17.00,pagado
410,Tami Pavie,Cochabamba,Banco Union,3.57407E+15,01/11/2020,10:50,17.00,
411,Gretchen Sowrah,Cochabamba,Otros,6.70979E+17,02/11/2020,13:32,17.00,
412,Errick Doel,Cochabamba,Otros,4.0416E+15,19/11/2020,17:58,17.00,sn/ numero
413,Lavinia Chestnut,Cochabamba,Banco Union,3.57415E+15,01/11/2020,11:20,17.00,
414,Heinrick Jarrold,Cochabamba,Banco Union,2.01938E+14,15/12/2020,08:31,17.00,
415,Stanford Stronough,Cochabamba,Banco Union,3.58216E+15,15/12/2020,12:58,17.00,s/n
416,Cary Kersting,Cochabamba,Banco Union,3.00072E+13,08/11/2020,11:36,17.00,
417,Monti Zannetti,Cochabamba,Banco Union,2.01625E+14,01/11/2020,10:44,17.00,
418,Nelson Carlsson,Cochabamba,Banco Union,3.57052E+15,18/11/2020,06:47,17.00,
419,Juliette Paydon,Cochabamba,Banco Union,6.76725E+18,25/11/2020,08:52,17.00,s/n
420,Marty Burbudge,Cochabamba,Otros,3.04439E+13,23/11/2020,15:45,17.00,
421,Stan Charrisson,Cochabamba,Banco Union,3.56212E+15,25/11/2020,06:13,17.00,
422,Fina Scourgie,Cochabamba,Banco Union,3.53747E+15,14/11/2020,17:52,17.00,pagado
423,Alon Sutherington,Cochabamba,Otros,4.40596E+15,10/12/2020,07:36,17.00,
424,Marthe Le Blond,Cochabamba,Banco Union,3.04603E+13,23/11/2020,11:01,17.00,
425,La verne Berkery,Cochabamba,Banco Union,3.56364E+15,30/11/2020,06:51,17.00,
426,Reggy Hache,Cochabamba,Banco Union,3.56442E+15,08/11/2020,16:28,17.00,
427,Devin Gianetti,Cochabamba,Banco Union,5.61064E+15,08/11/2020,15:18,17.00,
428,Francesca Eyles,Cochabamba,Banco Union,3.55035E+15,08/12/2020,14:18,17.00,
429,Stan Ganley,Cochabamba,Otros,4.90505E+17,01/12/2020,12:22,17.00,ci caduco
430,Michale Tosney,Cochabamba,Banco Union,3.56677E+15,02/11/2020,14:46,17.00,corresponsal
431,Filide Ince,Cochabamba,Banco Union,3.56771E+15,10/11/2020,16:04,17.00,
432,Goldina Shmyr,Cochabamba,Otros,3.56509E+15,29/11/2020,17:43,17.00,pagado
433,Mace McGrady,Cochabamba,Banco Union,3.5571E+15,17/11/2020,12:37,17.00,
434,Sarine Carnell,Cochabamba,Banco Union,3.57415E+15,07/12/2020,09:30,17.00,
435,Jethro Feedham,Cochabamba,Banco Union,5.61085E+17,15/12/2020,06:01,17.00,
436,Jonah Donisthorpe,Cochabamba,Banco Union,2.01547E+14,13/12/2020,10:04,17.00,
437,Sheffield Staley,Cochabamba,Banco Union,3.53102E+15,05/11/2020,16:57,17.00,
438,Jesus Yitzhakov,Cochabamba,Otros,4.01796E+15,16/11/2020,14:09,17.00,s/n correo
439,Everett Kernley,Cochabamba,Banco Union,3.57375E+15,14/12/2020,11:19,17.00,
440,Coralie Plumm,Cochabamba,Banco Union,5.61013E+15,10/11/2020,13:50,17.00,
441,Roseline McGahern,Cochabamba,Banco Union,3.54965E+15,03/11/2020,13:45,17.00,
442,Stefa Fifoot,Cochabamba,Banco Union,5.02079E+17,29/11/2020,16:02,17.00,
443,Rennie Blick,Cochabamba,Banco Union,3.57527E+15,02/12/2020,15:32,17.00,corresponsal
444,Somerset Rawstron,Cochabamba,Banco Union,4.0416E+12,02/11/2020,06:28,17.00,
445,Margi Ryott,Cochabamba,Banco Union,3.58436E+15,24/11/2020,14:12,17.00,
446,Verine Simeons,Cochabamba,Banco Union,5.10014E+15,19/11/2020,14:44,17.00,
447,Roch Tottie,Cochabamba,Banco Union,4.04159E+15,25/11/2020,08:55,17.00,
448,Kittie Woodyear,Cochabamba,Banco Union,5.00236E+15,14/11/2020,12:16,17.00,
449,Brenden Peerman,Cochabamba,Banco Union,3.45121E+14,07/11/2020,09:02,17.00,
450,Lavinie Orlton,Cochabamba,Banco Union,5.60221E+15,05/11/2020,14:38,17.00,
451,Catherine Delatour,Cochabamba,Banco Union,3.53743E+15,12/11/2020,08:02,17.00,
452,Steward Skews,Cochabamba,Otros,3.58038E+15,05/11/2020,15:57,17.00,
453,Nikita Mostin,Cochabamba,Banco Union,4.90367E+17,24/11/2020,13:56,17.00,corresponsal
454,Benedicta Klaassens,Cochabamba,Banco Union,6.76271E+15,02/11/2020,09:44,17.00,
455,Moyra Quick,Cochabamba,Banco Union,5.04838E+15,29/11/2020,16:13,17.00,
456,Alonzo Sutterfield,Cochabamba,Banco Union,6.30403E+15,14/11/2020,09:42,17.00,pagado
457,Berkeley Zarfat,Cochabamba,Banco Union,5.61042E+15,19/11/2020,15:44,17.00,
458,Silvanus Papps,Cochabamba,Banco Union,3.53477E+15,30/11/2020,13:18,17.00,s/n correo
459,Rosanna Timbrell,Cochabamba,Banco Union,3.58111E+15,10/12/2020,15:14,17.00,
460,Edvard Eddy,Cochabamba,Banco Union,3.53223E+15,14/11/2020,06:31,17.00,
461,Carolyne Kopfer,Cochabamba,Banco Union,3.58787E+15,02/12/2020,10:34,17.00,
462,Carter Ruthen,Cochabamba,Banco Union,3.74288E+14,02/11/2020,16:12,17.00,
463,Lawton Learned,Cochabamba,Otros,2.01519E+14,14/11/2020,13:54,17.00,s/n correo
464,Genevieve Taye,Cochabamba,Banco Union,5.10013E+15,10/12/2020,15:27,17.00,s/n correo
465,Tom Fieldstone,Cochabamba,Banco Union,3.03923E+13,20/11/2020,13:29,17.00,
466,Cyrill Royston,Cochabamba,Banco Union,5.10017E+15,15/12/2020,14:11,17.00,
467,Felicio Calladine,Cochabamba,Banco Union,5.03868E+15,06/11/2020,09:58,17.00,
468,Nikita Coyle,Cochabamba,Banco Union,5.03861E+16,12/11/2020,16:28,17.00,
469,Romonda Clemenson,Cochabamba,Otros,3.57384E+15,06/11/2020,11:31,17.00,
470,Rice Tapson,Cochabamba,Banco Union,3.53863E+15,11/11/2020,12:01,17.00,
471,Bette Goodwell,Cochabamba,Banco Union,4.93686E+15,06/12/2020,10:47,17.00,
472,Gwendolen Fothergill,Cochabamba,Banco Union,4.02664E+15,08/11/2020,17:02,17.00,s/n
473,Shannen Duffill,Cochabamba,Banco Union,6.70913E+17,16/11/2020,08:35,17.00,s/n boleta sufragio
474,Dorrie Sloyan,Cochabamba,Banco Union,6.30493E+16,29/11/2020,16:04,17.00,
475,Gaston Ladel,Cochabamba,Banco Union,3.57739E+15,17/11/2020,16:03,17.00,
476,Wilma Bedburrow,Cochabamba,Banco Union,3.56281E+15,15/11/2020,12:13,17.00,s/n boleta sufragio
477,Jemmy Gerssam,Cochabamba,Banco Union,4.40546E+15,02/11/2020,11:15,17.00,
478,Emeline Salliss,Cochabamba,Otros,4.84436E+15,02/12/2020,08:27,17.00,
479,Rosa Coventon,Cochabamba,Banco Union,3.57419E+15,06/12/2020,16:11,17.00,
480,Lawrence Dosdill,Cochabamba,Otros,3.74623E+14,05/11/2020,15:17,17.00,
481,Malissia Rusk,Cochabamba,Banco Union,3.56681E+15,08/12/2020,11:26,17.00,ci caduco
482,Clarke Murrill,Cochabamba,Banco Union,4.17501E+15,06/12/2020,09:32,17.00,
483,Dedra Lamberto,Cochabamba,Banco Union,5.60223E+15,14/12/2020,06:26,17.00,
484,Stephanus Hordle,Cochabamba,Banco Union,6.75961E+18,13/12/2020,14:36,17.00,
485,Kassie Jakovijevic,Cochabamba,Otros,3.57488E+15,13/12/2020,09:19,17.00,s/n boleta sufragio
486,Odey Lembcke,Cochabamba,Banco Union,3.56946E+15,13/11/2020,13:57,17.00,corresponsal
487,Lacie Fuge,Cochabamba,Banco Union,3.54115E+15,11/11/2020,17:48,17.00,s/n boleta sufragio
488,Muffin Stourton,Cochabamba,Banco Union,3.571E+15,19/11/2020,15:58,17.00,s/n
489,Jeno Harriskine,Cochabamba,Banco Union,3.58275E+15,11/12/2020,06:36,17.00,
490,Jenn Winchurst,Cochabamba,Otros,5.10875E+15,14/12/2020,07:07,17.00,
491,Pavlov Stogill,Cochabamba,Banco Union,3.53716E+15,06/11/2020,07:31,17.00,
492,Fabe Lampard,Cochabamba,Banco Union,3.55948E+15,02/12/2020,16:43,17.00,
493,Rolando Breeder,Cochabamba,Banco Union,4.93655E+17,28/11/2020,12:11,17.00,s/n correo
494,Marsh Fosdick,Cochabamba,Banco Union,5.10875E+15,17/11/2020,10:32,17.00,
495,Bobbie Duggon,Cochabamba,Banco Union,4.91326E+15,26/11/2020,15:12,17.00,pagado
496,Chrisy Waber,Cochabamba,Banco Union,3.74284E+14,20/11/2020,16:54,17.00,
497,Niall Custard,Cochabamba,Otros,3.53762E+15,21/11/2020,10:31,17.00,
498,Staci Sallinger,Cochabamba,Banco Union,3.56412E+15,29/11/2020,13:19,17.00,
499,Scarface Mizzen,Cochabamba,Banco Union,5.60224E+17,15/11/2020,12:23,17.00,sn/ numero
500,Gustavus Gravatt,Cochabamba,Banco Union,4.91359E+15,02/12/2020,14:34,17.00,corresponsal
501,Shena Beverley,Cochabamba,Banco Union,3.02891E+13,14/11/2020,11:49,17.00,
502,Conroy Laboune,Cochabamba,Banco Union,3.05493E+13,23/11/2020,16:40,17.00,
503,Cyrille Zannutti,Cochabamba,Banco Union,6.75941E+18,30/11/2020,11:22,17.00,
504,Parrnell Gerrets,Cochabamba,Banco Union,5.10013E+15,02/12/2020,15:29,17.00,corresponsal
505,Alison Strevens,Cochabamba,Banco Union,3.53305E+15,26/11/2020,07:09,17.00,
506,Evangelin Woodeson,Cochabamba,Banco Union,3.57841E+15,22/11/2020,12:51,17.00,s/n
507,Helaina Pecht,Cochabamba,Otros,4.84471E+15,15/12/2020,09:07,17.00,sn/ numero
508,Ulrica Bounde,Cochabamba,Banco Union,3.57108E+15,11/11/2020,13:33,17.00,
509,Seymour Entwistle,Cochabamba,Banco Union,3.56505E+15,15/11/2020,07:09,17.00,
510,Jammie Abeles,Cochabamba,Banco Union,3.55798E+15,03/11/2020,17:52,17.00,
511,Andros Lansdowne,Cochabamba,Banco Union,3.5537E+15,27/11/2020,15:00,17.00,
512,Guenevere Tiebe,Cochabamba,Banco Union,3.74288E+14,08/12/2020,17:14,17.00,
513,Fran Brafield,Cochabamba,Banco Union,3.56816E+15,07/12/2020,11:49,17.00,
514,Prentiss Cadlock,Cochabamba,Banco Union,5.36814E+15,29/11/2020,11:08,17.00,
515,Ida Hissett,Cochabamba,Banco Union,6.7679E+15,05/11/2020,10:49,17.00,
516,Inglebert Reinmar,Cochabamba,Banco Union,3.56468E+15,12/11/2020,10:20,17.00,
517,Elmore Mulderrig,Cochabamba,Banco Union,3.04934E+13,18/11/2020,06:42,17.00,
518,Rodd Maydwell,Cochabamba,Banco Union,3.74284E+14,13/12/2020,16:04,17.00,s/n
519,Logan Ainsley,Cochabamba,Banco Union,5.89342E+17,02/12/2020,09:58,17.00,
520,Clarita Vereker,Cochabamba,Banco Union,3.57297E+15,29/11/2020,12:34,17.00,s/n correo
521,Torie D'Elia,Cochabamba,Banco Union,3.58022E+15,22/11/2020,14:17,17.00,
522,Lily Mogie,Cochabamba,Banco Union,5.58556E+15,13/11/2020,06:12,17.00,s/n correo
523,Davidson Dalinder,Cochabamba,Banco Union,6.39093E+15,23/11/2020,10:35,17.00,
524,Dalton Lockhead,Cochabamba,Banco Union,5.60223E+15,02/11/2020,17:25,17.00,sn/ numero
525,Currey Rubinowitsch,Cochabamba,Banco Union,5.61006E+15,02/12/2020,07:16,17.00,
526,Vilma Ewen,Cochabamba,Banco Union,3.05333E+13,15/12/2020,09:13,17.00,
527,Lissa Ridgley,Cochabamba,Banco Union,3.54067E+15,28/11/2020,13:37,17.00,pagado
528,Hagen Ramas,Cochabamba,Otros,3.56094E+15,14/11/2020,14:03,17.00,
529,Mile McGettrick,Cochabamba,Banco Union,3.57529E+15,29/11/2020,15:31,17.00,s/n
530,Ignace Jukubczak,Cochabamba,Banco Union,6.04127E+17,14/11/2020,07:30,17.00,pagado
531,Jaymie Goldine,Cochabamba,Banco Union,3.55679E+15,03/12/2020,16:54,17.00,s/n boleta sufragio
532,Dolph Cattermull,Cochabamba,Otros,6.76736E+17,26/11/2020,12:25,17.00,
533,Gabrila Dabs,Cochabamba,Banco Union,5.60225E+15,06/12/2020,09:06,17.00,
534,Carlynne Iliff,Cochabamba,Banco Union,2.01866E+14,11/12/2020,15:12,17.00,s/n
535,Jeromy Caselli,Cochabamba,Banco Union,3.53049E+15,07/12/2020,06:12,17.00,s/n
536,Daven Simonsen,Cochabamba,Otros,5.44902E+15,28/11/2020,17:16,17.00,
537,Talbot Brunger,Cochabamba,Banco Union,5.61085E+18,14/12/2020,11:19,17.00,s/n
538,Christel Mandifield,Cochabamba,Banco Union,5.52517E+15,04/11/2020,15:47,17.00,
539,Nicki Soldan,Cochabamba,Banco Union,5.60223E+15,19/11/2020,06:26,17.00,s/n correo
540,Judy Glasspool,Cochabamba,Banco Union,3.56222E+15,07/12/2020,13:53,17.00,
541,Ferd Luxmoore,Cochabamba,Otros,5.53007E+15,14/11/2020,12:35,17.00,
542,Jakob Bussen,Cochabamba,Banco Union,3.54601E+15,06/12/2020,13:53,17.00,
543,Aylmar Wickersley,Cochabamba,Otros,5.60222E+15,18/11/2020,17:32,17.00,
544,Shawn Beaton,Cochabamba,Banco Union,5.10876E+15,03/12/2020,06:07,17.00,
545,Jarvis Cornejo,Cochabamba,Banco Union,3.53621E+15,06/11/2020,11:47,17.00,
546,Malia Bernth,Cochabamba,Banco Union,4.84446E+15,26/11/2020,07:28,17.00,
547,Kassia Pesselt,Cochabamba,Banco Union,3.54304E+15,16/11/2020,12:39,17.00,
548,Jeannette Turbat,Cochabamba,Banco Union,3.57509E+15,17/11/2020,06:31,17.00,corresponsal
549,Lorita Jordon,Cochabamba,Banco Union,4.90398E+18,25/11/2020,06:30,17.00,
550,Micky Debrett,Cochabamba,Banco Union,3.57694E+15,06/11/2020,14:47,17.00,
551,Elfrida Kleynen,Cochabamba,Banco Union,4.509E+15,23/11/2020,13:22,17.00,
552,Jeno Langham,Cochabamba,Banco Union,3.53129E+15,16/11/2020,07:59,17.00,ci caduco
553,Barret Thys,Cochabamba,Banco Union,5.64182E+15,22/11/2020,13:37,17.00,sn/ numero
554,Shanan Snodden,Cochabamba,Banco Union,3.55939E+15,06/11/2020,17:46,17.00,
555,Peter Sirette,Cochabamba,Banco Union,3.5403E+15,04/11/2020,09:02,17.00,
556,Ethelin Cotter,Cochabamba,Banco Union,3.5403E+15,16/11/2020,08:04,17.00,s/n
557,Brit Holgan,Cochabamba,Banco Union,4.175E+15,12/11/2020,07:36,17.00,
558,Dorree Carver,Cochabamba,Banco Union,3.55312E+15,08/12/2020,11:43,17.00,sn/ numero
559,Bobby Meeson,Cochabamba,Banco Union,3.52847E+15,06/12/2020,10:09,17.00,
560,Dicky Shrieve,Cochabamba,Banco Union,3.55243E+15,13/11/2020,16:53,17.00,
561,Eldridge Middle,Cochabamba,Banco Union,4.93697E+17,20/11/2020,08:47,17.00,s/n boleta sufragio
